websites,store,attribute_set,type,sku,name,categories_text,deal_start_time,deal_stop_time,price,special_price,cost,weight,price_unit,price_unit_origin,market_price,status,tax_class_id,visibility,landing_page,product_unit,tilbud,netpris,calculated_unit,weight_unit,has_deal,special_from_date,description,short_description,meta_keyword,qty,product_name,meta_title,meta_description,aktuelt,retter,pant_sku,alphabetAtribute
base,admin,Default,simple,7046260308824,Zymelin Næsespray,Produkter>PersonligPleje;Personlig Pleje>Apotek,,,39.95,,,10,3995,,,Disabled,DK25,"Catalog, Search",AXELLUS A/S,Kg,No,No,Gram,Kg,,,Zymelin Næsespray,PERSONLIG PLEJE & PARFUME Apoteket Diverse Apotek,"zymelin, næsespray, håndkøb, forkølelse, medicin, næse, spray",9999,Zymelin Næsespray,,,,,,
base,admin,Default,simple,7310610010256,Samarin Brusepulver,Personlig Pleje>Helse;Produkter>PersonligPleje,,,67.95,,,0,67.95,,,Disabled,DK25,"Catalog, Search",CEDERROTH A/S,Kg,No,No,Kg,Kg,,,"Samarin Brusepulver, ved halsbrand og sure opstød.

Ingredienser:
1 brev á 4 g. indeholder:
Aktive stoffer: Natriumhydrogencarbonat 2,13 g., vinsyre 1,28 g., citronsyre, vandfri 0,43 g., natriumcarbonatdecahydrat 0,12 g. og kaliumnatriumtartrat 0,04 g.
Antiklumpningsmiddel (silicia, kolloid vandfri).",PERSONLIG PLEJE & PARFUME Helse & Vitamin Kosttilskud,"samarin, bruse, pulver, syrestillende, sure, opstød",9999,Samarin Brusepulver,,,,,,
base,admin,Default,simple,5000157062673,Heinz Tomatsuppe,Kolonial>Færdigretter;Produkter>Fødevarer,,,16.95,,,400,42.38,,,Disabled,DK25,"Catalog, Search",VALORA TRADE DE,Kg,No,No,Gram,Kg,,,"Tilberedning:
Opvarmes i gryde under omrøring. Suppen bør ikke koge da dette vil forringe smagen.

Ingredienser:
Tomat 84%, Vand, Vegetabilsk olie, Sukker, Modificeret majsstivelse, Salt, Skummetmælkspulver, Mælkeprotein, Fløde, Krydderiekstrakter, Krydderurteekstrakter, Syre (citronsyre)","Dagligvarer Kolonial Ris, Pasta & Nudler","heinz, tomatsuppe, konserves, suppe, færdigretter, tomat, færdigret",9999,Heinz Tomatsuppe,,,,,,
base,admin,Default,simple,4002473582454,Heinz Søde Chili Bønner,Kolonial>Glas & Konserves;Produkter>Fødevarer,,,14.95,,,390,38.33,,,Disabled,DK25,"Catalog, Search",VALORA TRADE DE,Kg,No,No,Gram,Kg,,,"Ingredienser:
Hvide bønner 34%, tomat 33%, vand, rød chili 3%, løg, stivelse, modificeret stivelse, salt, hvidløg, eddike og krydderier.",Dagligvarer Kolonial Grøntkonserves,"heinz, chili, bønner, beans, konserves",9999,Heinz Søde Chili Bønner,,,,,,
base,admin,Default,simple,4062300110809,Hipp Æble og Sveske 4 Måneder Økologisk,Kolonial>Babymad;Produkter>Fødevarer,,,15.95,,,125,127.6,,,Disabled,DK25,"Catalog, Search",ARVID NORDQUIST,Kg,No,No,Gram,Kg,,,"Økologisk måltid til babyer fra 4 måneder. Det anvendes som mellemmåltid eller dessert.

Ingredienser:
Frugt* 100 % (Æble* 71 %, svesker* 25%, syrereduceret ablejuicekoncentrat*).
* = Økologisk.",Dagligvarer Kolonial Babymad PERSONLIG PLEJE & PARFUME Til Baby Babymad mm,"hipp, æble, sveske,økologisk, babymad, babymos, mos",9999,Hipp Æble og Sveske 4 Måneder Økologisk,,,,,,
base,admin,Default,simple,4062300062566,"Hipp Fruit Break Med Æble, Jordbær og Blåbær Økologisk",Kolonial>Babymad;Produkter>Fødevarer,,,27.95,,,400,69.88,,,Disabled,DK25,"Catalog, Search",ARVID NORDQUIST,Kg,No,No,Gram,Kg,,,"Hipp Økologisk Fruit Break med æble, jordbær og blåbær

4 pak. 

Kan serveres fra 6 måneder som mellemmåltid, dessert eller som topping på grød. Fruit Break er også populær blandt større børn og voksne.

Frugt (æble 91%, jordbær 5%, banan, blåbær 1%) 100%, Vitamin C, Økologisk (DE-ØKO-001 og debio)",Dagligvarer Kolonial Babymad PERSONLIG PLEJE & PARFUME Til Baby Babymad mm,"hipp, økologisk, babymad, babymos, mos",9999,"Hipp Fruit Break Med Æble, Jordbær og Blåbær Økologisk",,,,,,
base,admin,Default,simple,4062300029842,Hipp Røde Bær og Æble 6 Måneder Økologisk,Kolonial>Babymad;Produkter>Fødevarer,,,15.95,,,190,83.95,,,Disabled,DK25,"Catalog, Search",ARVID NORDQUIST,Kg,No,No,Gram,Kg,,,"Økologisk måltid til babyer fra 6 måneder. Anvendes som frokost eller middag.

Ingredienser:
Frugt* 95 % (æblemos* 34 %, syrereduceret druejuice*, syrereduceret æblejuice* af kocentrat, jordbær* 8 %, hindbær* 4 %, blåbær* 2 %), rismel*, gulerodsjuicekoncentrat*, risstivelse, vitamin C.
* = Økologisk.",Dagligvarer Kolonial Babymad PERSONLIG PLEJE & PARFUME Til Baby Babymad mm,"hipp, økologisk, babymad, babymos, mos",9999,Hipp Røde Bær og Æble 6 Måneder Økologisk,,,,,,
base,admin,Default,simple,4062300359512,Hipp Frugtmos med Ris 4 Måneder Økologisk,Kolonial>Babymad;Produkter>Fødevarer,,,12.95,,,125,103.6,,,Disabled,DK25,"Catalog, Search",ARVID NORDQUIST,Kg,No,No,Gram,Kg,,,"Økologisk måltid til babyer fra 4 måneder. Det anvendes som mellemmåltid eller som dessert.

Ingredienser:
Æblejuice* af juicekoncentrat 38 %, æble* 33 %, fersken* 15 %, vand, fuldkornsrismel*, surhedsregulerende middel (kalciumkarbonat), Vitamin C * = Økologisk.",Dagligvarer Kolonial Babymad PERSONLIG PLEJE & PARFUME Til Baby Babymad mm,"hipp, frugtmos, økologisk, babymad, babymos, mos",9999,Hipp Frugtmos med Ris 4 Måneder Økologisk,,,,,,
base,admin,Default,simple,4062300277519,Hipp Banan og Fersken 4 Måneder Økologisk,Kolonial>Babymad;Produkter>Fødevarer,,,12.95,,,125,103.6,,,Disabled,DK25,"Catalog, Search",ARVID NORDQUIST,Kg,No,No,Gram,Kg,,,"Økologisk måltid til babyer fra 4 måneder. Det anvendes som supplement til amning eller introduktion til fast føde. 

Indeholder ingen gluten

Ingredienser:
Banan* 50 %, fersken* 25 %, vand, rismel*, citronjuice*, Vitamin C.
* = Økologisk.",Dagligvarer Kolonial Babymad PERSONLIG PLEJE & PARFUME Til Baby Babymad mm,"hipp, mos, babymad, babymos, mos",9999,Hipp Banan og Fersken 4 Måneder Økologisk,,,,,,
base,admin,Default,simple,4062300046078,Hipp Pæremos Økologisk,Kolonial>Babymad;Produkter>Fødevarer,,,15.95,,,190,83.95,,,Disabled,DK25,"Catalog, Search",ARVID NORDQUIST,Kg,No,No,Gram,Kg,,,"Økologisk måltid til babyer fra 4 måneder. Det anvendes som mellemmåltid eller dessert.
Indeholder ikke gluten 

Ingredienser:
Frugt* 97 % (pære* 40 %, pærejuice*, pærepuré 22 % delvis væskereduceret), rismel*, vitamin C.
* = Økologisk",Dagligvarer Kolonial Babymad PERSONLIG PLEJE & PARFUME Til Baby Babymad mm,"hipp, økologisk, mos, babymad, babymos",9999,Hipp Pæremos Økologisk,,,,,,
base,admin,Default,simple,4062300211513,Hipp Gulerod og Kartoffelmos Økologisk,Kolonial>Babymad;Produkter>Fødevarer,,,12.95,,,125,103.6,,,Disabled,DK25,"Catalog, Search",ARVID NORDQUIST,Kg,No,No,Gram,Kg,,,"Økologisk måltid til babyer fra 4 måneder. Det anvendes som supplement til amning eller introduktion til fast føde.

Ingredienser:
Grøntsager* 88 % (gulerod* 78 %, kartoffel*  10 %), vand, rapsolie*.
* = Økologisk",Dagligvarer Kolonial Babymad PERSONLIG PLEJE & PARFUME Til Baby Babymad mm,"hipp, kartoffelmos økologisk, mos, babymad, babymos, grød",9999,Hipp Gulerod og Kartoffelmos Økologisk,,,,,,
base,admin,Default,simple,4062300247529,"Hipp Kartoffel, Majs og Kalkun Økologisk",Kolonial>Babymad;Produkter>Fødevarer,,,15.95,,,190,83.95,,,Disabled,DK25,"Catalog, Search",ARVID NORDQUIST,Kg,No,No,Gram,Kg,,,"Fra 6 måneder 

Anvendelse: Som frokost eller middag. 
Sikkerhed - Vakuumsforseglet låg - må ikke bruges hvis midten af låget kan trykkes ned. 
Rystes før brug. 
Åbens for eventuel opvarmning. Omrøres efter opvarmning og temperatures checkes inden maden gives til barnet. 
Kontroller om glasset er intakt, før indholdet gives til barnet og brug kun plastikske.

Grøntsager* (majs* 21%, kartoffel 18% 39%, Vand, Kogt ris, Kalkun 8,2%, Rapsolie økologisk 1,8%",Dagligvarer Kolonial Babymad PERSONLIG PLEJE & PARFUME Til Baby Babymad mm,"hipp, økologisk, mos, babymad, babymos, grød",9999,"Hipp Kartoffel, Majs og Kalkun Økologisk",,,,,,
base,admin,Default,simple,4062300253520,"Hipp Ris, Grøntsager og Kylling",Kolonial>Babymad;Produkter>Fødevarer,,,15.95,,,190,83.95,,,Disabled,DK25,"Catalog, Search",ARVID NORDQUIST,Kg,No,No,Gram,Kg,,,"Økologisk måltid til babyer fra 6 måneder. Det anvendes som middag eller mellemmåltid 

Ingredienser:
Grøntsager* 43 % (gulerod*, ærter*, tomat*), vand, kogt ris* 22 %, kylling* 8 %, rapsolie* og løg*.
* = Økologisk.",Dagligvarer Kolonial Babymad PERSONLIG PLEJE & PARFUME Til Baby Babymad mm,"hipp, mos, babymad, babymos, grød",9999,"Hipp Ris, Grøntsager og Kylling",,,,,,
base,admin,Default,simple,4062300342521,Hipp Frugt Med Fuldkorn Økologisk,Kolonial>Babymad;Produkter>Fødevarer,,,15.95,,,190,83.95,,,Disabled,DK25,"Catalog, Search",ARVID NORDQUIST,Kg,No,No,Gram,Kg,,,"Økologisk måltid til babyer fra 6 måneder. Anvendes som mellemmåltid eller dessert.

Ingredienser:
Frugt* 95 % (syrereduceret æblejuice* af æblejuicekoncentrat, æble*, banan*, mango*, appelsinjuice* af appelsinjuicekoncentrat), fuldkornsflager* 5 % (hvede* og havre*), vitamin C.
* = Økologisk.",Dagligvarer Kolonial Babymad PERSONLIG PLEJE & PARFUME Til Baby Babymad mm,"hipp, fuldkorn, økologisk, mos, babymad, babymos, grød",9999,Hipp Frugt Med Fuldkorn Økologisk,,,,,,
base,admin,Default,simple,4062300330528,Hipp Pasta Bolognese 8 Måneder Økologisk,Kolonial>Babymad;Produkter>Fødevarer,,,15.95,,,190,83.95,,,Disabled,DK25,"Catalog, Search",ARVID NORDQUIST,Kg,No,No,Gram,Kg,,,"Økologisk måltid til babyer fra 8 måneder. Det anvendes som frokost eller middag.

Ingredienser:
Grøntsager* (Tomat 29%, gulerod, seleri, løg) 55%, Kogt spaghetti (durumhvede), Oksekød 35%, Rapsolie 1,2%, Krydderurter (oregano, basilikum, hvidløg, peber) Økologisk
Kan indeholde spor af æg.",Dagligvarer Kolonial Babymad PERSONLIG PLEJE & PARFUME Til Baby Babymad mm,"hipp, mos, babymad, babymos, grød, økologisk",9999,Hipp Pasta Bolognese 8 Måneder Økologisk,,,,,,
base,admin,Default,simple,4062300326521,Hipp Grøntsagslagsagne Økologisk,Kolonial>Babymad;Produkter>Fødevarer,,,15.95,,,190,83.95,,,Disabled,DK25,"Catalog, Search",ARVID NORDQUIST,Kg,No,No,Gram,Kg,,,"Økologisk måltid til babyer fra 8 måneder. Det anvendes som frokost eller middag.

Ingredienser:
Grøntsager* 40 % (Tomat*, gulerod*, selleri*, løg*), kogt lasagnepasta* 21 % (durumhvede), skummetmælks*, kogt ris*, vand, fløde*, rapsolie* 1,9 %, revet lagret ost* 1 %, krydderurter* (basilikum*, rosmarin*, peber*).
* = Økologisk.

 Skummetmælk, Kogt lasagnepasta (durumhvede) 21%, Gulerod 10%, Majsolie, Reven lagret ost 1%, Krydderurter, Kogt ris, Selleri 5%, Vand, Fløde, Løg 2%, Rosmarin, Økologisk (DE-ØKO-001 og debio)

Til børn fra 8 måneder som frokost eller middag. Sikkerhed - vacuumforseglet låg - må ikke bruges hvis midten af låget kan trykkes ned. Rystes før anvendelse.Åbnes før eventuel opvarmning. Er der spist direkte af glasset, må eventuelle rester ikke anvendes igen. Brug kun plastske så glasset ikke beskadiges. 

Kan indeholde spor af æg",Dagligvarer Kolonial Babymad PERSONLIG PLEJE & PARFUME Til Baby Babymad mm,"hipp, mos, babymad, babymos, grød, økologisk",9999,Hipp Grøntsagslagsagne Økologisk,,,,,,
base,admin,Default,simple,4062300371538,Hipp Grøntsagsrisotto og Kalkun Økologisk,Kolonial>Babymad;Produkter>Fødevarer,,,15.95,,,220,72.5,,,Disabled,DK25,"Catalog, Search",ARVID NORDQUIST,Kg,No,No,Gram,Kg,,,"Økologisk måltid til babyer fra 12 måneder. Anvendes som frokost eller middag.

Ingredienser:
Vand, gulerod* 21 %, kogt ris* 18 %, majs* 8 %, kalkun* 8%, rapssolie 1,7 %, jodiseret salt, krydderi* (peber*).
* = Økologisk.",Dagligvarer Kolonial Babymad PERSONLIG PLEJE & PARFUME Til Baby Babymad mm,"hipp, mos, babymad, babymos, grød, økologisk",9999,Hipp Grøntsagsrisotto og Kalkun Økologisk,,,,,,
base,admin,Default,simple,5701077490040,Spanske Grønne Oliven med Peberpasta,Kolonial>Glas & Konserves;Produkter>Fødevarer,,,13.95,,,340,41.03,,,Disabled,DK25,"Catalog, Search",HAUGEN-GRUPPEN,Kg,No,No,Gram,Kg,,,"Spanske Manzanilla oliven dyrkes fortrinsvis i Sydspanien omkring Sevilla. De er kendetegnet ved en lille olivensten og et fast olivenkød. Manzilla oliven er blandt de mest foretrukne oliven i Spanien.

Ingredienser:
Grønne oliven, Vand, Peberpasta: 11%, Peberpasta, Fortykningsmiddel: natriumalginat (E 401), guargummi (E 412), Stivelse: kalciumklorid (E 509), Salt, Mælkesyre (E 270), Citronsyre (E 330).",Dagligvarer Kolonial Grøntkonserves,"spanske, oliven, peberpasta, grøn",9999,Spanske Grønne Oliven med Peberpasta,,,,,,
base,admin,Default,simple,5701410046538,Hakkede Tomater,Kolonial>Glas & Konserves;Produkter>Fødevarer,,,4.95,,,400,12.38,,,Disabled,DK25,"Catalog, Search",DE CLEMENTE CON,Kg,No,No,Gram,Kg,,,"Varedeklaration:
60 % flåede tomater, 40 % tomatjuice, salt, surhedsregulerende middel (E 330).",Dagligvarer Kolonial Grøntkonserves,"hakkede tomater, dåse, konserves",9999,Hakkede Tomater,,,,,,Måltider & Tilbehør
base,admin,Default,simple,5701410043650,Appelsinjuice 5-pak,Drikkevarer>Juice & Smoothies;Produkter>Fødevarer,,,13.95,,,1.25,11.16,,,Disabled,DK25,"Catalog, Search",DK INTERNATIONA,Liter,No,No,Liter,Liter,,,"First Price Appelsinjuice fremstilles primært af appelsiner fra Brasilien.

Ingredienser:
100% appelsinjuice.",Drikkevarer Juice & Smoothies Dagligvarer Drikkevarer Juice,"appelsinjuice, juice, saft, appelsin, drikkevarer ",9999,Appelsinjuice 5-pak,,,,,,Måltider & Tilbehør
base,admin,Default,simple,5704503000400,Skovlyst India Pale Ale,Øl & Vin>Specialøl;Produkter>Fødevarer,,,25.5,,,0.5,51,45.9,,Disabled,DK25,"Catalog, Search",SKOVLYST PRODUC,Liter,No,No,Liter,Liter,,,"Bryggeri Skovlysts I.P.A. er en kraftfuld og fyldig øl med en tydelig humlekarakter. Hele 5 specieludvalgte humlesorter fra både England og USA giver denne øl er forfriskende bitterhed og en fremstående duft af de specielle humlesorter der tilfører blomster, græs- og citrusagtige dufte til øllet. Herudover sørger en speciel udvalgt ale gær for at forme øllet på den helt rigtige måde med et stænk af frugtaroma. Den markante bitterhed er nænsomt afbalanceret med lys ale malt, samt tysk hvede- og karamelmalt, således at bitterhed, fylde og sødme går op i en højere enhed.

Alkoholstyrke 6.3 %","Vin, Spiritus & Øl Øl Special øl","skovlyst, india, pale, ale, øl, special, luksus, alkohol",9999,Skovlyst India Pale Ale,,,,,PANT_A,Måltider & Tilbehør
base,admin,Default,simple,5701410332372,Rød blandet Saft,Drikkevarer>Saft & Læskedrikke;Produkter>Fødevarer,,,7.95,,,1,7.95,,,Disabled,DK25,"Catalog, Search",PEBAS A/S   PRI,Liter,No,No,Liter,Liter,,,"First Price blandet saft af æble-, blomme-, citron-, drue-, hyldebær-, pære-, ribs-, solbær- og kirsebærsaft.
Indeholder sukker og sødestoffer.

Ingredienser:
æblesaft 65%, blommesaft 8%, Citronsaft 6%, druesaft 5%, sukker 4%, pæresaft 2%, ribssaft 2%, solbærsaft 2%, Sødestoffer (E 951, E 950).",Drikkevarer Saft & Læskedrikke Dagligvarer Drikkevarer Saft,"rød, blandet, saft, saftevand, drikkevarer, first, price",9999,Rød blandet Saft,,,,,,Måltider & Tilbehør
base,admin,Default,simple,5701598032026,"Harboe Bjørnebryg 7,7%",Produkter>Fødevarer;Øl & Vin>Øl;Øl & Vin>Øl,,,7.95,,,330,24.09,21.681,,Disabled,DK25,"Catalog, Search",HARBOES BRYGGER,Liter,No,No,ml,Liter,,,"Harboe Bjørnebryg 7,7%","Øl, Vin & Spiritus Øl Vin, Spiritus & Øl Øl Pilsner øl","harboe, bjørnebryg, øl, alkohol",9999,"Harboe Bjørnebryg 7,7%",,,,,PANT_A,Måltider & Tilbehør
base,admin,Default,simple,5701598032002,Harboe Pilsner Premium Dåseøl,Øl & Vin>Øl;Produkter>Fødevarer;Øl & Vin>Øl,,,4.95,,,330,15,13.5,,Disabled,DK25,"Catalog, Search",HARBOES BRYGGER,Liter,No,No,ml,Liter,,,Harboe Pilsner Premium Dåseøl,"Øl, Vin & Spiritus Øl Vin, Spiritus & Øl Øl Pilsner øl","harboe, pilsner, premium, dåse, alkohol, øl",9999,Harboe Pilsner Premium Dåseøl,,,,,PANT_A,Måltider & Tilbehør
base,admin,Default,simple,4000417260000,Ritter Sport Extra Mørk 73%,Kolonial>Slik & Søde Sager;Produkter>Fødevarer,,,7.45,6.97,4.98,100,145,,14.85,Enabled,DE07,"Catalog, Search",,Kg,No,No,Gram,Kg,,2014-03-10 00:00:00,"Ekstrafin mørk chokolade på 73%.

Ingredienser:
Kakaomasse (heraf ekstrafin kakao 40 %), sukker, kakaosmør, naturlig vanille). Kan indeholde spor af jordnødder, nødder, hvede, soja og mælkeprodukter.

",Slik & Chokolade Chokolade Plader,"ritter, sport, mørk, chokolade, slik, snack, dessert",2,Ritter Sport Extra Mørk 73%,,,,,,
base,admin,Default,simple,5774540240152,Bogø Chokolade,Kolonial>Slik & Søde Sager;Produkter>Fødevarer,,,69.95,,,200,349.75,,,Disabled,DK25,"Catalog, Search",TOMS GRUPPEN A/,Kg,No,No,Gram,Kg,,,Bogø Chokolade,Slik & Chokolade Chokolade Chokoladeæsker,"bogø, fyldt, chokolade, slik, snack, dessert",9999,Bogø Chokolade,,,,,,Måltider & Tilbehør
base,admin,Default,simple,5703161807000,Lækkerbar,Kolonial>Slik & Søde Sager;Produkter>Fødevarer,,,11.75,,,35,335.71,,,Disabled,DK25,"Catalog, Search",ISIS APS,Kg,No,No,Gram,Kg,,,"Lækkerbar er til dig, der simpelthen ikke kan vente, når lækkersulten melder sig. Den er sprød med en skøn kombination af chokoladesmag og knas. Og så er den faktisk ikke tilsat sukker og indeholder 54% mindre fedt og 32% ærre kalorier. Oveni mætter den fremragende med sine mange gode, naturlige proteiner. Med Lækkerbar kan du i en fart nyde noget, der er godt.

Ingredienser:
Bar ikke tilsat sukker, men med et naturligt indhold af sukker, der stammer fra ingredienserne. Indeholder sødestof. Kan indeholde spor af nødder. Ingredienser: Soja knas (soja protein, tapioca stivelse, salt), fyldemiddel (polydextrose), mørk overtræk med chokoladesmag (kakaomasse, sødestof (maltitol fra hvede), kakaosmør, mælkefedt, emulgator (lecithiner), aroma), fugtighedsbevarende middel ­(glycerol), hydrolyseret gelatine (bovine), kakaomasse, affedtet kakaopulver, vegetabilsk fedt, aroma, emulgator (lecithiner), sødestof (sucralose).",Slik & Chokolade Chokolade Chokoladebars,"isis, lækkerbar, chokolade, slik, snack, sukkerfri, kalorie, let, bar",9999,Lækkerbar,,,,,,Måltider & Tilbehør
base,admin,Default,simple,5774540941301,"Anthon Berg Guldæske 400g (3 FOR 100,-) (Maks 6 pr. husstand)",Kolonial>Slik & Søde Sager;Produkter>Fødevarer,,,104.95,,,400,262.38,,,Disabled,DK25,"Catalog, Search",TOMS GRUPPEN A/,Kg,Yes,No,Gram,Kg,,2012-11-07 00:00:00,"Anthon Berg har en lang tradition for fremstilling af chokoladepraliner. Guldæsken er guldstandard!

Det er kun de fineste Anthon Bergs praliner, der får en plads i guldæsken.

Velegnet som gave.",Slik & Chokolade>Chokolade>Chokoladeæsker,"anthon berg, guld, æske, fyldt, chokolade, slik, snack, dessert",9999,"Anthon Berg Guldæske 400g (3 FOR 100,-) (Maks 6 pr. husstand)",,,,,,Måltider & Tilbehør
base,admin,Default,simple,5709521020874,Odense Mørk Chokolade 70%  200 g,Kolonial>Slik & Søde Sager;Produkter>Fødevarer,,,16.95,13.56,10.36,0.2,,,29.95,Enabled,DE07,"Catalog, Search",ODENSE MARCIPAN,Kg,No,No,Kg,Kg,,2014-03-14 00:00:00,"Odense Mørk 70% Kakao Chokolade. Perfekt til bagning og dessert. Har en flot smag af chokolade og bitterhed med en strejf af sødme.

Ingredienser:
Kakaomasse, sukker, emulgator (soyalecithin). Mindst 70% kakaotørstof.


",Odense Mørk Chokolade 70% 200 g,"bagning, bakning, bage, chokolade, odense, mørk, mörk",10014,Odense Mørk Chokolade 70%  200 g,,,,,,Måltider & Tilbehør
base,admin,Default,simple,5701090018016,Haribo Syrlinger,Kolonial>Slik & Søde Sager;Produkter>Fødevarer,,,20,15,,170,117.65,,,Disabled,DK25,"Catalog, Search",HARIBO LAKRIDS,Kg,Yes,No,Gram,Kg,,2013-04-05 00:00:00,"En fast vingummi med frugtsmag, overtrukket med sukker",Slik & Chokolade Lakrids & Vingummi Vingummi i pose,"haribo, syrlinger, vingummi, slik",9999,Haribo Syrlinger,,,,,,Måltider & Tilbehør
base,admin,Default,simple,5701090022990,Haribo Skipper Mix,Kolonial>Slik & Søde Sager;Produkter>Fødevarer,,,20,,,170,117.65,,,Disabled,DK25,"Catalog, Search",HARIBO LAKRIDS,Kg,No,No,Gram,Kg,,,En af de helt store favoritter til dem der er vilde med salt,Slik & Chokolade Lakrids & Vingummi Lakrids i Poser,"haribo, Skipper Mix, lakrids, slik",9999,Haribo Skipper Mix,,,,,,Måltider & Tilbehør
base,admin,Default,simple,5774540418162,Ga-Jol Original,Kolonial>Slik & Søde Sager;Produkter>Fødevarer,,,14.95,,,46,325,,,Disabled,DK25,"Catalog, Search",TOMS GRUPPEN A/,Kg,No,No,Gram,Kg,,,"Den Originale Ga-Jol Lakridspastil.

Ingredienser:
Sukker, fortykningsmiddel (arabisk gummi), modificeret majsstivelse, glukose-fructosesirup, rålakrids 3%, ammoniumklorid, aroma, vegetabilsk olie, overfladebehandlingsmiddel (carnaubavoks).",Slik & Chokolade Pastiller mm. Pastiller,"Ga-Jol, Original, lakrids, slik",9999,Ga-Jol Original,,,,,,Hovedret
base,admin,Default,simple,4000417025005,"Ritter Sport Marcipan, mørk chokolade",Kolonial>Slik & Søde Sager;Produkter>Fødevarer,,,7.45,6.97,4.98,100,145,,14.85,Enabled,DE07,"Catalog, Search",,Kg,No,No,Gram,Kg,0,2014-03-10 00:00:00,"Varedeklaration:
Sukker, Kakaomasse, Mandler 16%, Kakaosmør, Vand, Invertsukkersirup, Emulgator sojalecithiner, Naturlig aroma

",Slik & Chokolade Chokolade Marcipan & Nougat Slik & Chokolade Chokolade Plader,"Ritter, sport, marcipan, slik, chokolade, mørk",14,"Ritter Sport Marcipan, mørk chokolade",,,,,,
base,admin,Default,simple,4000417019004,Ritter Sport Mælk med hele Hasselnødder,Kolonial>Slik & Søde Sager;Produkter>Fødevarer,,,7.45,6.97,4.98,100,125,,14.85,Enabled,DE07,"Catalog, Search",,Kg,No,No,Gram,Kg,,2014-03-10 00:00:00,"Varedeklaration:
Sukker, Hasselnødder, Kakaosmør, Kakaomasse, Flødepulver, Skummetmælkspulver, Vallepulver, Mælkesukker, Smørfedt, Emulgator: sojalecithiner, Naturlig aroma

",Slik & Chokolade Chokolade Plader,"Ritter, Sport, Nødder, slik, chokolade, hasselnødder",9999,Ritter Sport Mælk med hele Hasselnødder,,,,,,
base,admin,Default,simple,4000417224002,Ritter Sport Mørk med  hele Hasselnødder,Kolonial>Slik & Søde Sager;Produkter>Fødevarer,,,7.45,6.97,4.98,100,125,,14.85,Enabled,DE07,"Catalog, Search",,Kg,No,No,Gram,Kg,,2014-03-10 00:00:00,"Varedeklaration:
Sukker, Kakaomasse, Hasselnødder, Kakaosmør, Smørfedt, Emulgator: sojalecithiner, Overfladebehandlingsmidler shellak, Naturlig aroma

",Slik & Chokolade Chokolade Plader,"Ritter Sport, Hasselnødder, slik, chokolade",9999,Ritter Sport Mørk med  hele Hasselnødder,,,,,,
base,admin,Default,simple,4000417013002,Ritter Sport Hvid/Nød,Kolonial>Slik & Søde Sager;Produkter>Fødevarer,,,7.45,6.97,4.98,100,145,,14.85,Enabled,DE07,"Catalog, Search",,Kg,No,No,Gram,Kg,,2014-03-10 00:00:00,"Hvid chokolade med hele hasselnødder og risflager.

Ingredienser:
Sukker, Hasselnødder, Kakaosmør, Flødepulver 9%, Skummetmælkspulver, Vallepulver, Mælkesukker, Ris 2,7%, Emulgator sojalecithiner, Salt, Bygmalt, Naturlig aroma

",Slik & Chokolade Chokolade Plader,"Ritter Sport, Hvid, Nødder, slik, chokolade",7,Ritter Sport Hvid/Nød,,,,,,
base,admin,Default,simple,5700417990233,Malaco Lakridssnører,Kolonial>Slik & Søde Sager;Produkter>Fødevarer,,,14.95,,,94,159.04,,,Disabled,DK25,"Catalog, Search",LEAF DANMARK AP,Kg,No,No,Gram,Kg,,,"Sliksnører med sød lakridssmag.

Ingredienser:
Hvedemel, Rørsukkersirup, Invertsukkersirup, Vand, Lakridsekstrakt, Vegetabilsk olie , Salt, Aroma

",Slik & Chokolade Lakrids & Vingummi Lakrids i Poser,"Malaco, Lakridssnører, slik, snørebånd, lakrids",9999,Malaco Lakridssnører,,,,,,Hovedret
base,admin,Default,simple,5701410044817,Fryseposer 4 Liter,Husholdning>Øvrig Husholdning;Produkter>Fødevarer,,,11.95,,,0,11.95,,,Disabled,DK25,"Catalog, Search",DK INT. CARE,Kg,No,No,Kg,Kg,,,Fryseposer 4 Liter,Husholdning Øvrig Husholdning Dagligvarer Papir & Plast Plastposer,"Fryseposer, plastic, pose, frys",9999,Fryseposer 4 Liter,,,,,,Hovedret
base,admin,Default,simple,5701013102723,DKS Impulsiv Neglelakfjerner,Personlig Pleje>Til Hende;Produkter>FOOD,,,19.5,,,100,195,,,Disabled,DK25,"Catalog, Search",DANSK KOSMETIK,Liter,No,No,ml,Liter,,,"Impulsiv neglelakfjerner er totalt fri for acetone, produktet er miljøvenligt, skader ikke naturen. Anvend vat eller serviet.",PERSONLIG PLEJE & PARFUME Hudpleje mm Hænder,"DKS, Neglelakfjerner, negle, lak, fjerner, acetone",9999,DKS Impulsiv Neglelakfjerner,,,,,,Hovedret
base,admin,Default,simple,5740500001477,Sanex Roll-on Hvedekim,Personlig Pleje>Kropspleje;Produkter>FOOD,,,30.95,,,50,619,,,Disabled,DK25,"Catalog, Search",COLGATE-PALMOLI,Liter,No,No,ml,Liter,,,"Sanex Roll-on Hvedekim
Dermo natural
Anti perspirant 24 hours
0% alcohol",PERSONLIG PLEJE & PARFUME Hudpleje mm Deodoranter,"Sanex, Roll-on, Hvedekim, deo, deodorant, parfume ",9999,Sanex Roll-on Hvedekim,,,,,,Hovedret
